traditional,simplified,pronunciation,audio,radical,definitions,pos
牚腿,牚腿,thènn-thuí/thìnn-thuí,8688,,因為劇烈運動而導致腿部肌肉酸疼。,形
牚頭,牚头,thènn-thâu,8699,,強出頭、多管閒事。,動
牛,牛,gû,1228,牛,哺乳動物。體形碩大，性情溫馴而力氣大，尾巴尖端有長毛，為草食性反芻類家畜。能供拉車、耕田，肉與乳皆可食用，而骨、皮、角等可做器具使用。臺灣有「水牛」(tsuí-gû)、「赤牛」(tshiah-gû)、「奶牛」(ling-gû)等品種。|姓氏。,名|名
牛仔囝,牛仔囝,gû-á-kiánn,1235,,犢。小牛。,名
牛仔褲,牛仔裤,gû-á-khòo,1236,,原來為一種藍色帆布做成的工作褲，後來成為流行的服裝。早期叫「拍鐵仔褲」(phah-thih-á-khòo)。,名
牛喙罨,牛喙罨,gû-tshuì-am,1272,,用來將牛嘴套住的器具。防止牛在耕作時吃東西。|戲稱口罩。,名|名
牛奶,牛奶,gû-ling/gû-ni,1238,,牛的乳汁。,名
牛奶喙仔,牛奶喙仔,gû-ling-tshuì-á/gû-ni-tshuì-á,1241,,奶嘴。,名
牛奶糖,牛奶糖,gû-ling-thn̂g/gû-ni-thn̂g,1242,,以牛奶和糖為主要原料而做成的糖果。,名
牛奶色,牛奶色,gû-ling-sik/gû-ni-sik,1240,,奶白色。像牛奶色澤一樣的白色，比純白色略黃。,名
牛就是牛，牽到北京也是牛。,牛就是牛，牵到北京也是牛。,"Gû tō sī gû, khan kàu Pak-kiann iā sī gû. ",60113,,形容人個性不易改變，即使換了環境還是一樣。,
牛屎色,牛屎色,gû-sái-sik,1259,,牛糞色、糞黃色。黃褐帶綠的顏色，也用來形容顏色不好看。,形
牛屎鳥仔,牛屎鸟仔,gû-sái-tsiáu-á,1260,,鶺鴒。禽鳥類。體長約五至六寸。體色有黑白相間、黃綠相間和黑灰相間等三種形態。因為喜歡在牛屎中找昆蟲吃，所以被稱為「牛屎鳥仔」。,名
牛屎龜,牛屎龟,gû-sái-ku,1261,,大牛糞金龜、蜣螂。昆蟲名，全身黑色，胸部和腳有黑褐色的長毛，以動物的屍體或糞尿為食物，常把糞便滾成球形。,名
牛捽仔,牛捽仔,gû-sut-á,1269,,趕牛的時候，用來抽打牛的鞭子。,名
牛擔,牛担,gû-tann,1291,,牛軛。一種架在牛背或脖子上以負載牛車或犁的拉力的器具。,名
牛杙仔,牛杙仔,gû-khi̍t-á,1248,,用來栓牛的小木樁。,名
牛母,牛母,gû-bó,1239,,母牛。,名
牛牢,牛牢,gû-tiâu,1250,,牛舍、牛欄。養牛的欄舍。,名
牛牢內觸牛母。,牛牢内触牛母。,Gû-tiâu-lāi tak gû-bó. ,60114,,只善內鬥，不能禦外侮克強敵。,
牛犅,牛犅,gû-káng,1273,,公牛。,名
牛種仔,牛种仔,gû-tsíng-á,1284,,種牛。有的地方指母牛，有的地方指公牛。,名
牛索,牛索,gû-soh,1268,,一端綁在牛鼻環上用來牽牛的繩子。,名
牛聲馬喉,牛声马喉,gû-siann-bé-âu,13992,,破嗓子。形容人歌聲難聽。|大聲吆喝。,熟|熟
牛肚,牛肚,gû-tōo,1251,,指牛的四個胃。,名
牛腩,牛腩,gû-lám,1277,,牛腹部近肋骨處的鬆軟肌肉。,名
牛螕,牛螕,gû-pi,1296,,昆蟲名。體形為長橢圓形。胸腹部有花紋，夏季常出現於水邊。會吸食牛、馬血液，對牛、馬家畜為害甚大。|形容吝嗇的人，就像牛螕吸血一樣只有進沒有出。,名|形
牛角,牛角,gû-kak,1253,,牛的頭角。,名
牛角花,牛角花,gû-kak-hue,1254,,金合歡。木本植物。可入藥，根部可治瘧疾，樹皮可作收斂劑，治咳嗽。,名
牛角𨂿仔,牛角𨂿仔,gû-kak-uainnh-á,13990,,天牛。昆蟲名。,名
牛貫,牛贯,gû-kǹg,13991,,耕牛的穿鼻環。,名
牛郎,牛郎,Gû-nn̂g,1264,,牧牛的人。此音讀指傳統民間故事「牛郎織女」中的牛郎。,名
牛陵,牛陵,gû-niā,1271,,牛的背脊。,名
牛頓草,牛顿草,gû-tùn-tsháu,1279,,牛筋草、草霸王。草本植物。俗稱「草霸王」，早期的小孩子遊戲，將兩根草莖互相打結，然後拉扯至斷做為輸贏的遊戲。,名
牛頭,牛头,gû-thâu,1297,,牛的頭部。|陰間的差役，具有人的身體，頭部為牛的形象，專門拘提在陽間做惡的人。|放牛班學生的班頭、學生領導人。聯考升學的教育年代習慣稱中學的非升學班為「放牛班」，其中常帶領同學作怪的學生就稱作「牛頭」。,名|名|名
牛鼻圈,牛鼻圈,gû-phīnn-khian,1286,,牛鼻環。用來套在牛鼻子上的器具。外觀為一個鐵環。,名
牛𡳞脬檨,牛𡳞脬檨,gû-lān-pha-suāinn,1230,,瓜果類。芒果的一種品名，大小及外形像牛的陰囊。,名
牡丹,牡丹,bóo-tan,3364,,木科植物。落葉灌木，葉子呈羽狀，春季發葉後開花，有紅、白、黃、紫等顏色。除供觀賞外，其根還可做為藥用。|地名。,名|名
牢,牢,tiâu,3344,牛,飼養牲畜的地方。|間。計算牲口圈養房舍的單位。|附著、沾黏。|緊密結合分不開。|染上癮頭。|錄取、考取。|被東西卡住，無法動彈。,名|量|動|副|副|動|副
牢腹,牢腹,tiâu-pak,14095,,吃下去的食物能留在腹中被吸收。|學業完全吸收、明白之後能被牢牢記住。,動|動
牢鼎,牢鼎,tiâu-tiánn,13701,,沾鍋。煎炒烹煮食物時，因為油太少、火候不當、翻攪不足等因素而導致部份食材燒焦，沾黏在鍋子上。,動
牧場,牧场,bo̍k-tiûnn,4375,,飼養牲畜的地方。,名
牧師,牧师,bo̍k-su,4369,,基督教的傳教士。,名
物,物,bu̍t,4342,牛,釋義參見【物】mi̍h 條。,
物,物,mi̍h/mn̍gh,4343,牛,存在於天地間一切人、事、物的通稱。,名
物仔,物仔,mih-á,13647,,泛指東西、物品，通常指小東西。,名
物件,物件,mi̍h-kiānn/mn̍gh-kiānn,4359,,東西。,名
物價,物价,bu̍t-kè,4379,,物品的價格。,名
物理,物理,bu̍t-lí,4374,,指萬事萬物最基本的道理。|研究物質的性質、狀態、運動等變化的學科。,名|名
物配,物配,mi̍h-phuè/mn̍gh-phè,4373,,配菜，吃飯時的下飯菜。,名
物食,物食,mi̍h-tsia̍h/mn̍gh-tsia̍h,4367,,食物。|零食。正餐以外的零星食品。,名|名
牲醴,牲醴,sing-lé,5231,,牲畜宰殺潔淨之後的祭品。,名
特別,特别,ti̍k-pia̍t,6276,,與眾不同。|分外、格外。,形|副
特效藥,特效药,ti̍k-hāu-io̍h,6294,,對於某種疾病有特殊療效的藥物。,名
特權,特权,ti̍k-khuân,6353,,特殊的權利，或只有少數人能享受而多數人無法享受的權利。,名
特殊,特殊,ti̍k-sû,6296,,特別。不同於一般，不平常的事物。,形
特色,特色,ti̍k-sik,6273,,事物所表現出獨特優異的地方。,名
牽,牵,khan,7594,牛,攜、拉。|從一端拉出。|引導、帶領。|使有關聯。|說話東拉西扯。,動|動|動|動|動
牽亡,牵亡,khan-bông,7603,,由靈媒牽引死者的亡魂來與生者見面或者對話。,名
牽公,牵公,khan-kong,7604,,拉皮條。拉攏男女雙方進行不正當媾合的行為。,動
牽尪姨,牵尪姨,khan-ang-î,7614,,降靈術。靈媒讓亡魂附在自己身上，而能跟生者溝通的一種法術。,動
牽尪姨，順話尾。,牵尪姨，顺话尾。,"Khan ang-î, sūn uē-bué. ",60273,,靈媒順著對方的心意說話。比喻揣摩情況來決定說話內容。,
牽師仔,牵师仔,khan sai-á,7623,,授徒。帶徒弟。,動
牽成,牵成,khan-sîng,7612,,栽培、提拔。,動
牽手,牵手,khan-tshiú,7605,,太太、老婆。|手牽著手。,名|動
牽抾,牵抾,khan-khioh,7617,,導致某種好的結果。,動
牽拖,牵拖,khan-thua,7618,,牽連、連累。,動
牽挽,牵挽,khan-bán,7624,,互牽互挽，比喻能持久、有耐力。,名
牽核仔,牵核仔,khan-ha̍t-á,7625,,淋巴腺發炎引起的腫大。,名
牽牛,牵牛,khan-gû,7606,,拉牛前進。|天牛。昆蟲的一種。,動|名
牽猴仔,牵猴仔,khan-kâu-á,7635,,皮條客。為男女雙方媒介色情，拉攏不正當關係的牽合人。|掮客、經紀人。是以獨立第三者的立場，媒介他人間商業上的交易，而收取佣金的中間商人。,名|名
牽的,牵的,khan--ê,7620,,妻子、太太。,名
牽粉,牵粉,khan-hún,7626,,勾芡。烹飪菜餚時，將芡粉用水調勻，加入菜中，使成濃稠狀。,動
牽絲,牵丝,khan-si,7636,,拉長絲。本指蜘蛛結網拉絲，後也用來指起司、麥芽糖等食物拉出細絲。,動
牽線,牵线,khan-suànn,7643,,本義為牽拉著線，比喻作從中扮演媒介的角色，使雙方有所接觸。|本指懸絲傀儡戲幕後的牽引拉線，後來比喻作從背後操縱。,動|動
牽罟,牵罟,khan-koo,7627,,一種傳統捕魚活動。當魚群接近岸邊時，搭舢舨船出海將網撒下，再由岸上的人合力將網繩拉上岸，所獲由所有人共分。,動
牽羅經,牵罗经,khan-lô-kenn/khan-lô-kinn,7650,,看風水。,動
牽羹,牵羹,khan-kenn/khan-kinn,7649,,勾芡。烹飪菜餚時，將芡粉用水調勻，加入菜中，使成濃稠狀。,動
牽藤,牵藤,khan-tîn,7651,,指蔓生植物，如葡萄等，攀附在別的東西上延伸成長。,動
牽豬哥,牵猪哥,khan-ti-ko/khan-tu-ko,7644,,飼養種豬的職業。為求豬隻肥美，因而有專門提供品種優良的豬隻，給飼養母豬的人家去配種的行業。早年，牽豬哥的人通常手拿竹竿，以吹笛為信號，趕著大公豬，現在是貨車載送。,名
牽車,牵车,khan-tshia,7616,,人力車、黃包車。一種用人力挽拉，供人乘坐的車，現在已罕見。,名
牽連,牵连,khan-liân,7632,,涉及、牽扯。,動
牽龜落湳,牵龟落湳,khan-ku-lo̍h-làm,14334,,引誘烏龜陷入泥沼之中，比喻用騙術引誘別人落入圈套，以謀取利益；或是帶壞人家。,熟
犀牛,犀牛,sai-gû,8610,,哺乳動物。體型大，外形像牛，頭部有一或兩個角，常作為攻擊性武器。以草、樹葉、嫩枝為食。,名
犁,犁,lê,7596,牛,耕地用的農具。|使用犁頭耕地。|引申為猛衝、蠻幹。,名|動|動
犁田,犁田,lê-tshân,7611,,耕田。用犁翻攪田土，準備耕種。|摔車、撇輪。騎摩托車摔車。摩托車頭沒控制好而翻覆在地上，很像牛犁在犁田一樣。是近年新創的詞。,動|動
犅,犅,káng,8594,牛,發育完成、體格雄壯的雄性動物。,名
犧牲,牺牲,hi-sing,13135,,為了某種目的或理想而付出自己的生命或權利。,動
犯,犯,huān,1844,犬,侵害、干擾、沖撞。|牴觸、違背。|犯人。,動|動|名
犯人,犯人,huān-lâng,1872,,犯罪的人。,名
犯法,犯法,huān-huat,1919,,違犯法律。,動
犯罪,犯罪,huān-tsuē,1992,,觸犯法律。,動
犯著,犯着,huān-tio̍h,1977,,冒犯、觸犯。語氣完結時唸作huān--tio̍h。,動
狀,状,tsn̄g,4344,犬,敘述事實的文章。現通稱打官司的呈文。|獎勵或證明用的文書。,名|名
狀元,状元,tsiōng-guân,4347,,榜首。稱現在各類考試中的第一名。|中國古代科舉制度中，殿試第一名者稱「狀元」。,名|名
狀元粿,状元粿,tsiōng-guân-kué/tsiōng-guân-ké,14143,,狀元糕。以在來米磨成細粉末，放入竹筒狀容器蒸熟，內餡放花生粉或芝麻粉。,名
狂,狂,kông,3345,犬,情緒激動、發瘋或是精神不正常。|氣勢壯大的、猛烈的。|熱中某件事情。|慌忙、慌亂。|畜類發情。,動|形|動|形|動
狐狸,狐狸,hôo-lî,4370,,哺乳動物。本指狐和狸兩種動物，後多用來專指狐。狐形體像狗卻略為瘦小，毛呈赤黃色，尾巴長，遇到敵人能放出惡臭。因為生性狡猾多疑，所以多用來比喻狡詐而且作惡多端的壞人。,名
狐狸精,狐狸精,hôo-lî-tsiann,4371,,俗稱修煉成精，能幻化成人形的狐狸。常比喻作妖冶放蕩的女子。,名
狗,狗,káu,4345,犬,常見家畜的一種。嗅覺和聽覺很靈敏，可訓練來追蹤、守衛、導盲、救生或飼養為寵物，且性情忠誠，被喻為人類的朋友。,名
狗仔,狗仔,káu-á,4353,,狗。,名
狗公,狗公,káu-kang,4348,,公狗。,名
狗公腰,狗公腰,káu-kang-io,4349,,指胸肌發達、腰圍收束的腰。一般用來形容男人。,名
狗岫,狗岫,káu-siū,4364,,狗窩、狗欄。,名
狗母,狗母,káu-bó,4355,,母狗。,名
狗母鍋,狗母锅,káu-bó-ue/káu-bó-e,4357,,沙鍋。用陶土和沙子燒製成的鍋子。通常用來燉東西或煎藥。,名
狗母魚,狗母鱼,káu-bó-hî/káu-bó-hû,4356,,魚名。狗母魚科。活動於沿岸沙泥海域，有時會進入河口，因肉質較差，常用來做成魚鬆等加工品。,名
狗無嫌主人散。,狗无嫌主人散。,Káu bô hiâm tsú-lâng sàn. ,60191,,說明狗對人的忠誠，也反諷人的無情無義。,
狗牙,狗牙,káu-gê,4352,,犬齒。,名
狗空,狗空,káu-khang,4365,,狗洞。牆壁間可供狗出入的洞口。,名
狗肉數,狗肉数,káu-bah-siàu ,14626,,糊塗賬。比喻算不清楚的帳，弄不清楚的問題。,名
狗蝨,狗虱,káu-sat,4381,,狗蝨、蝨子。昆蟲名。寄生在狗身上的蝨子，體型極小，會吸取狗身上的血液為生，造成身體發癢。,名
狗蟻,狗蚁,káu-hiā,4383,,螞蟻。昆蟲名。身體小而長，全身呈黑或褐色，腹部為卵形，頭大，有觸角和一對複眼。一般行集團社會生活，有蟻后、工蟻、兵蟻之分。,名
狗蟻碟仔,狗蚁碟仔,káu-hiā-ti̍h-á,4384,,用來防止螞蟻爬上菜櫥的碟狀器具。四周有凹槽可裝水，櫥腳放在碟中央平高處。,名
狗鯊,狗鲨,káu-sua,14144,,條紋狗鯊。魚類，可食用，價格低。|向婦人講性騷擾的話。,名|動
狗𩸶仔,狗𩸶仔,káu-gām-á,4346,,蝦虎魚。魚類。屬鱸魚的一種，為淡水魚，活動於淺水岩石間，因體輕，魚腹有吸盤可吸附在石頭上，以避免被激流沖走。,名
狡怪,狡怪,káu-kuài,5203,,狡獪、奸詐。詭變多詐。|頑皮、調皮、愛作怪。不聽教誨，不馴服，喜歡與人作對。,形|形
狸猫,狸猫,lî-bâ,6312,,狸子。哺乳動物。體型大小像貓，頭部有黑色條紋，身體有黑褐色斑點，尾部有橫紋，性情凶猛，捕食鳥、鼠、蛇、蛙等小動物。,名
狹,狭,e̍h/ue̍h,6251,犬,細小，不寬鬆。,形
狼,狼,lông,6354,犬,動物名。形狀似犬，毛為青灰色，頭銳喙尖，後腳稍短。嗅覺靈敏，聽覺佳。性凶狠狡猾，晝伏夜出，會襲擊人畜。,名
狼毒,狼毒,lông-to̍k,6375,,凶狠殘暴。,形
狼狽,狼狈,lông-puē,6377,,落魄。形容人窮困潦倒不得志。,形
猌,猌,gīn,8595,犬,憎恨、厭惡。,動
猛,猛,bíng,7597,犬,勇敢有衝勁。,形
猛,猛,mé,7598,犬,行動迅速。|旺盛而強烈的樣子。,形|形
猛將,猛将,bíng-tsiòng,7629,,勇將。勇猛的戰將，常用來稱讚某人很有魄力等。,名
猛掠,猛掠,mé-lia̍h,13767,,(動作)敏捷。,形
猛火,猛火,mé-hué/mé-hé,7607,,極為強烈的大火。,名
猛獸,猛兽,bíng-siù,7648,,兇猛的野獸。,名
猛醒,猛醒,mé-tshénn/mé-tshínn,7646,,警醒，指人提高警覺之意。|形容人手腳敏捷、工作勤奮。,形|形
猜,猜,tshai,7599,犬,推測、想像。|謎語。,動|名
猜想,猜想,tshai-sióng,7639,,猜測、料想。,動
猜疑,猜疑,tshai-gî,7641,,懷疑、可疑。,動
猫仔,猫仔,bâ-á,13783,,山貓。,名
猴,猴,kâu,8596,犬,哺乳動物。外形與人類相似，全身長毛，能站立，並用後腿走路，行動矯捷靈活，喜群居生活。|形容人的外貌長得又瘦又黑、十分難看，就像猴子一樣。|常用來表示輕視、罵人、嘲笑等各種情況的指稱。|姘夫。,名|形|名|名
猴也會跋落樹跤。,猴也会跋落树跤。,Kâu iā ē pua̍h-lo̍h tshiū-kha. ,60302,,比喻任何事都有可能發生意外，千萬不可大意。,
猴囡仔,猴囡仔,kâu-gín-á,8623,,臭小子。對小孩子戲謔輕視的稱呼，有時用在對自己子女之謙稱。,名
猴山仔,猴山仔,kâu-san--á,8602,,猴子。哺乳動物。|指小孩沒定性，像猴子一樣。,名|名
猴戲,猴戏,kâu-hì,8701,,耍猴兒。用猴子來進行表演的雜耍。,名
猴齊天,猴齐天,Kâu Tsê-thian,8691,,指西遊記裡頭的孫悟空。|稱呼好動、喜歡惡作劇的人。,名|名
猶,犹,iáu,8597,犬,還。表示仍舊、尚且。,副
猶原,犹原,iu-guân,8651,,仍然、仍舊。表示狀況不變，持續下去。,副
猶是,犹是,iáu-sī,8642,,還是。,連
猶有,犹有,iáu-ū,8624,,還有。,副
猶未,犹未,iáu-buē/iáu-bē,8621,,還沒有、尚未。,副
猶毋過,犹毋过,iáu-m̄-koh,8609,,不過、可是。,副
猶閣,犹阁,iáu-koh,8689,,還、依然、仍舊。,副
猶閣咧,犹阁咧,iáu-koh teh,8690,,還在進行某種行為或處於某階段。,副
